product_name,categoria,packaging_tags,categories_tags,labels_tags,allergens_tags,additives_n,additives_tags,nutriscore_score,nutriscore_grade,nova_group,pnns_groups_1,pnns_groups_2,main_category,energy_100g,fat_100g,saturated-fat_100g,monounsaturated-fat_100g,polyunsaturated-fat_100g,omega-3-fat_100g,carbohydrates_100g,sugars_100g,fiber_100g,proteins_100g,salt_100g,sodium_100g,vitamin-a_100g,vitamin-d_100g,vitamin-e_100g,vitamin-c_100g,vitamin-b1_100g,vitamin-b2_100g,vitamin-pp_100g,vitamin-b6_100g,vitamin-b9_100g,vitamin-b12_100g,pantothenic-acid_100g,potassium_100g,calcium_100g,phosphorus_100g,iron_100g,magnesium_100g,zinc_100g,iodine_100g
bonbon,Dolci,plastica,"en:snacks,en:sweet-snacks,en:confectioneries,en:candies",en:gluten-free,0,5.0,"en:e14xx,en:e270,en:e296,en:e297,en:e330",14.0,d,4.0,Sugary snacks,Sweets,en:candies,1423.0,0.0,0.0,0.0,0.0,0.0,80.0,59.0,0.0,3.0,0.039999999,0.016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
borragine,Verdura,"tube,metal,carton,sec","en:plant-based-foods-and-beverages,en:plant-based-foods,en:groceries,en:fruits-and-vegetables-based-foods,en:vegetables-based-foods,en:cooking-helpers,en:tomatoes-and-their-products,en:tomato-pastes","en:made-in-italy,en:nutriscore,en:nutriscore-grade-a,fr:tomates-italiennes",0,0.0,0,-1.0,a,3.0,Fruits and vegetables,Vegetables,en:tomato-pastes,402.0,0.2,0.1,0.0,0.0,0.0,17.0,14.0,0.0,4.2,0.5,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
branzino,Pesce,"carta,plastica,ldpe-4,pap-21","en:seafood,en:fishes,en:frozen-foods,en:fish-fillets,en:frozen-seafood,en:frozen-fishes","en:no-antibiotics,en:responsible-aquaculture,en:responsible-aquaculture-asc,en:no-gmos",0,0.0,0,-1.0,a,0.0,Fish Meat Eggs,Fish and seafood,en:frozen-fishes,703.0,9.8,2.2,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.18,0.072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bresaola affumicata,Carne,plastica,"en:meats,en:beef,en:meat-preparations,en:beef-preparations,en:dried-meats,en:bresaola",en:no-gluten,0,2.0,"en:e250,en:e252",13.0,d,4.0,Fish Meat Eggs,Meat,en:bresaola,678.0,3.6,1.7,0.0,0.0,0.0,0.5,0.5,0.0,32.0,3.9,1.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bresaola black angus,Carne,0,"en:meats,en:beef,en:meat-preparations,en:beef-preparations,en:dried-meats,en:bresaola",0,0,0.0,0,14.0,d,0.0,Fish Meat Eggs,Meat,en:bresaola,715.0,5.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,31.0,3.3,1.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bresaola di equino,Carne,plastica,"en:meats,en:beef,en:meat-preparations,en:beef-preparations,en:dried-meats,en:bresaola","en:no-gluten,en:no-lactose",0,2.0,"en:e250,en:e252",12.0,d,0.0,Fish Meat Eggs,Meat,en:bresaola,640.0,2.5,1.3,0.0,0.0,0.0,0.5,0.0,0.0,32.0,4.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bresaola punta d'anca,Carne,plastica,"en:meats,en:beef,en:meat-preparations,en:beef-preparations,en:dried-meats,en:bresaola","en:gluten-free,en:no-milk",0,2.0,"en:e250,en:e251",12.0,d,4.0,Fish Meat Eggs,Meat,en:bresaola,645.0,1.9,1.1,0.0,0.0,0.0,0.8,0.0,0.0,33.0,3.3,1.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bresaola punta d'anca riserva,Carne,0,"en:meats,en:beef,en:meat-preparations,en:beef-preparations,en:dried-meats,en:bresaola",0,0,0.0,0,12.0,d,0.0,Fish Meat Eggs,Meat,en:bresaola,636.0,3.5,1.2,0.0,0.0,0.0,1.0,1.0,0.0,30.0,3.8,1.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
brie,Latticini,"product,en-packet","en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses,en:cow-cheeses,en:soft-cheeses-with-bloomy-rind,en:french-cheeses,en:bries",0,en:milk,0.0,0,14.0,d,0.0,Milk and dairy products,Cheese,en:bries,1436.0,31.0,22.0,0.0,0.0,0.0,0.5,0.5,0.0,17.0,1.2,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
burger fagioli e tonno,Pesce,0,"en:canned-foods,en:seafood,en:fishes,en:canned-fishes,en:tunas,en:canned-tunas",0,en:mustard,0.0,0,3.0,c,4.0,Fish Meat Eggs,Fish and seafood,en:canned-tunas,879.0,14.0,1.7,0.0,0.0,0.0,9.0,1.0,0.0,11.0,1.3,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
burger quinoa e pesto di basilico,Pasta e Cereali,0,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:sandwiches,en:breads,en:buns,en:veggie-burgers","en:senza-glutine,en:senza-soia",en:celery,0.0,0,-2.0,a,3.0,Cereals and potatoes,Bread,en:veggie-burgers,820.0,8.0,1.0,0.0,0.0,0.0,19.7,1.3,7.5,6.7,1.24,0.496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
burro biologico,Oli e noccioline,0,"en:dairies,en:fats,en:spreads,en:spreadable-fats,en:animal-fats,en:milkfat,en:dairy-spread,en:butters",0,0,0.0,0,19.0,e,0.0,Fat and sauces,Fats,en:butters,3092.0,82.0,58.0,0.0,0.0,0.0,0.1,0.1,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
burro classico,Oli e noccioline,0,"en:dairies,en:fats,en:spreads,en:spreadable-fats,en:animal-fats,en:milkfat,en:dairy-spread,en:butters",0,0,0.0,0,19.0,e,0.0,Fat and sauces,Fats,en:butters,3151.0,83.0,57.7,0.0,0.0,0.0,11.0,1.1,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
burro di centrifuga,Oli e noccioline,0,"en:dairies,en:fats,en:spreads,en:spreadable-fats,en:animal-fats,en:milkfat,en:dairy-spread,en:butters",0,0,0.0,0,17.0,d,0.0,Fat and sauces,Fats,en:butters,3117.0,82.0,47.0,0.0,0.0,0.0,0.8,0.8,0.0,1.0,0.06,0.024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
burro di mandorle,Oli e noccioline,"boite-plastique,product","en:plant-based-foods-and-beverages,en:plant-based-foods,en:spreads,en:nuts-and-their-products,en:nuts,en:plant-based-spreads,en:oilseed-purees,en:almonds,en:nut-butters,en:almond-butters","en:vegetarian,en:vegan,en:no-added-sugar",en:nuts,0.0,0,-3.0,a,1.0,Salty snacks,Nuts,en:almond-butters,2701.0,56.0,4.4,34.4,14.2,0.0,6.5,4.0,12.0,25.0,0.0,0.0,0.0,0.0,0.024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.269,0.0,0.0
burro senza lattosio,Oli e noccioline,0,"en:dairies,en:fats,en:spreads,en:spreadable-fats,en:animal-fats,en:milkfat,en:dairy-spread,en:butters",en:no-lactose,0,0.0,0,19.0,e,0.0,Fat and sauces,Fats,en:butters,3146.0,83.0,59.0,0.0,0.0,0.0,0.5,0.5,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
caco,Frutta,vassoio-con-flow-pack,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:fruits-based-foods,en:fruits",it:global-g-a-p,0,0.0,0,-4.0,a,1.0,Fruits and vegetables,Fruits,en:fruits,272.0,0.3,0.0,0.0,0.0,0.0,18.5,16.0,2.5,0.3,0.01016,0.004064,0.0,0.0,0.0,0.023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.008,0.016,0.0003,0.0,0.0,0.0
calzone ripieno,Prodotti da forno,scatola,"en:frozen-foods,en:meals,en:pizzas-pies-and-quiches,en:pizzas,en:frozen-pizzas-and-pies,en:frozen-pizzas",0,"en:gluten,en:milk",2.0,"en:e330,en:e331",-3.0,a,4.0,Composite foods,Pizza pies and quiche,en:frozen-pizzas,767.0,5.6,0.4,0.0,0.0,0.0,23.6,0.3,1.1,9.0,0.4,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
calzoni pomodoro e mozzarella,Prodotti da forno,carta,"en:frozen-foods,en:meals,en:pizzas-pies-and-quiches,en:pizzas,en:frozen-pizzas-and-pies,en:frozen-pizzas",en:made-in-italy,"en:gluten,en:milk",0.0,0,5.0,c,3.0,Composite foods,Pizza pies and quiche,en:frozen-pizzas,980.0,7.7,3.1,0.0,0.0,0.0,30.0,2.5,0.0,10.0,1.3,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
calzoni rape,Prodotti da forno,carta,"en:frozen-foods,en:meals,en:pizzas-pies-and-quiches,en:pizzas,en:frozen-pizzas-and-pies,en:frozen-pizzas","en:gluten-free,en:no-lactose",en:milk,2.0,"en:e412,en:e471",5.0,c,4.0,Composite foods,Pizza pies and quiche,en:frozen-pizzas,954.0,6.8,3.5,0.0,0.0,0.0,34.4,3.0,0.9,7.0,1.1,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
capperi aromatizzati con aceto di vino,Verdura,barattolo-di-vetro,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:canned-foods,en:fruits-and-vegetables-based-foods,en:canned-plant-based-foods,en:pickles,en:vegetables-based-foods,en:canned-vegetables,en:plant-based-pickles,en:vegetable-pickles",0,0,2.0,"en:e300,en:e330",1.0,b,3.0,Fruits and vegetables,Vegetables,en:vegetable-pickles,402.0,0.2,0.1,0.0,0.0,0.0,1.2,0.0,3.8,2.2,7.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
caramelle alla menta,Dolci,0,"en:snacks,en:sweet-snacks,en:confectioneries,en:candies",0,0,2.0,"en:e420,en:e951",2.0,b,4.0,Sugary snacks,Sweets,en:candies,992.0,1.0,0.0,0.0,0.0,0.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
caramelle assortite,Dolci,"busta,plastica","en:snacks,en:sweet-snacks,en:confectioneries,en:candies",en:no-colorings,"en:milk,en:nuts,en:soybeans",4.0,"en:e330,en:e334,en:e422,en:e500,en:e500ii",15.0,d,4.0,Sugary snacks,Sweets,en:candies,1679.0,0.3,0.0,0.0,0.0,0.0,97.7,93.1,0.0,0.1,0.048,0.0192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
caramelle gommose,Dolci,"boite-plastique,pp","en:snacks,en:sweet-snacks,en:confectioneries,en:candies,en:gummi-candies","en:eac,en:made-in-germany",0,7.0,"en:e100,en:e133,en:e150c,en:e270,en:e330,en:e428,en:e901",14.0,d,4.0,Sugary snacks,Sweets,en:gummi-candies,1423.0,0.1,0.1,0.0,0.0,0.0,76.0,47.0,0.0,5.3,0.2,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
caramelle zenzero e limone,Dolci,0,"en:snacks,en:sweet-snacks,en:confectioneries,en:candies,en:hard-candies","en:organic,en:eu-organic,en:no-gluten,en:it-bio-008",0,0.0,0,14.0,d,0.0,Sugary snacks,Sweets,en:hard-candies,1661.0,0.5,0.1,0.0,0.0,0.0,99.0,78.0,0.0,0.5,0.07,0.028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
caramello,Dolci,0,"en:snacks,en:sweet-snacks,en:cocoa-and-its-products,en:chocolates,en:white-chocolates",0,0,0.0,0,28.0,e,0.0,Sugary snacks,Chocolate products,en:white-chocolates,2347.0,35.0,22.0,0.0,0.0,0.0,56.0,54.0,0.0,5.5,0.3,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
carciofi grigliati,Verdura,vetro,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:canned-foods,en:fruits-and-vegetables-based-foods,en:canned-plant-based-foods,en:vegetables-based-foods,en:canned-vegetables,en:vegetable-rods,en:artichokes,en:canned-artichokes",en:made-in-italy,0,1.0,en:e330,-8.0,a,3.0,Fruits and vegetables,Vegetables,en:canned-artichokes,749.0,14.0,1.0,0.0,0.0,0.0,9.0,7.3,5.7,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
carciofi sotto aceto,Verdura,"vetro,metallo","en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:vegetables-based-foods,en:vegetable-rods,en:artichokes,it:verdure-sott-olio",0,0,2.0,"en:e300,en:e330",-6.0,a,3.0,Fruits and vegetables,Vegetables,it:verdure-sott-olio,607.0,13.0,1.7,0.0,0.0,0.0,1.8,0.7,6.1,2.1,0.75,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
carciofini in olio di oliva,Verdura,"vetro,metallo,gl-70,fe-40","en:plant-based-foods-and-beverages,en:plant-based-foods,en:canned-foods,en:fruits-and-vegetables-based-foods,en:canned-plant-based-foods,en:vegetables-based-foods,en:canned-vegetables,en:vegetable-rods,en:artichokes,en:canned-artichokes,en:artichoke-hearts",en:no-gluten,0,2.0,"en:e300,en:e330",2.0,b,4.0,Fruits and vegetables,Vegetables,en:artichoke-hearts,389.0,7.9,1.4,0.0,0.0,0.0,2.7,0.5,2.8,1.3,1.6,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
carne essiccata,Carne,plastic-bag,"en:meats,en:dried-meats",en:gluten-free-high-protein-hand-crafted,0,2.0,"en:e202,en:e251",15.0,d,3.0,Fish Meat Eggs,Meat,en:dried-meats,1139.0,5.6,2.3,0.0,0.0,0.0,2.3,1.1,0.0,52.7,4.9,1.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
carote,Verdura,0,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:legumes-and-their-products,en:fruits-and-vegetables-based-foods,en:legumes,en:frozen-foods,en:vegetables-based-foods,en:frozen-plant-based-foods,en:frozen-legumes,en:frozen-vegetables,en:green-peas,en:frozen-green-peas",0,0,0.0,0,-9.0,a,0.0,fruits-and-vegetables,vegetables,en:frozen-green-peas,360.0,0.5,0.5,0.0,0.0,0.0,14.0,4.6,3.5,6.3,0.01,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
carote jiulienne,Verdura,0,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:vegetables-based-foods,en:carrots",0,0,0.0,0,-3.0,a,0.0,Fruits and vegetables,Vegetables,en:carrots,180.0,0.0,0.0,0.0,0.0,0.0,7.6,7.6,0.0,1.1,0.24,0.096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
carpaccio di bresaola,Carne,atmosfera-protettiva,"en:meats,en:beef,en:meat-preparations,en:beef-preparations,en:dried-meats,en:bresaola","en:gluten-free,en:no-lactose",0,2.0,"en:e250,en:e252",12.0,d,4.0,Fish Meat Eggs,Meat,en:bresaola,549.0,2.2,1.2,0.0,0.0,0.0,0.5,0.0,0.0,27.0,3.6,1.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
casarecce gorgonzola prosciutto crudo e pistacchi,Latticini,"surgele,carton,barquette","en:frozen-foods,en:meals,en:meat-based-products,en:pasta-dishes,en:meals-with-meat,en:frozen-ready-made-meals,en:microwave-meals","en:made-in-italy,en:pdo","en:gluten,en:milk,en:nuts",2.0,"en:e250,en:e252",2.0,b,4.0,Composite foods,One-dish meals,en:microwave-meals,751.0,7.0,3.9,0.0,0.0,0.0,21.0,1.9,1.1,7.1,0.57,0.228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
castagne,Oli e noccioline,plastica,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:nuts-and-their-products,en:nuts,en:chestnuts",0,0,0.0,0,-3.0,a,0.0,Salty snacks,Nuts,en:chestnuts,770.0,9.0,2.0,0.0,0.0,0.0,35.0,12.0,0.0,5.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cavolfiore,Verdura,glas,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:canned-foods,en:fruits-and-vegetables-based-foods,en:canned-plant-based-foods,en:vegetables-based-foods,en:canned-vegetables,en:sweet-peppers,en:canned-peppers",0,0,0.0,0,2.0,b,0.0,Fruits and vegetables,Vegetables,en:canned-peppers,149.0,0.4,0.1,0.0,0.0,0.0,6.5,5.6,0.0,1.0,1.5,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cavolo,Verdura,0,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:canned-foods,en:fruits-and-vegetables-based-foods,en:canned-plant-based-foods,en:vegetables-based-foods,en:canned-vegetables",en:organic,0,0.0,0,-1.0,a,0.0,Fruits and vegetables,Vegetables,en:canned-vegetables,184.0,0.1,0.1,0.0,0.0,0.0,9.8,9.4,0.0,0.8,0.46,0.184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cereali ai mirtilli,Pasta e Cereali,0,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:breakfasts,en:cereals-and-their-products,en:breakfast-cereals",0,en:gluten,0.0,0,7.0,c,4.0,Cereals and potatoes,Breakfast cereals,en:breakfast-cereals,1724.0,9.9,2.2,0.0,0.0,0.0,68.5,24.6,6.7,8.9,0.12,0.048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cereali cioccolato fondente,Pasta e Cereali,0,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:breakfasts,en:cereals-and-their-products,en:breakfast-cereals",0,0,3.0,"en:e1200,en:e322,en:e414",9.0,c,4.0,Cereals and potatoes,Breakfast cereals,en:breakfast-cereals,1674.0,8.2,4.5,0.0,0.0,0.0,68.7,16.7,7.9,8.9,0.75,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cereali classici,Pasta e Cereali,carta,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:breakfasts,en:cereals-and-their-products,en:breakfast-cereals,en:mueslis",0,0,0.0,0,0.0,b,0.0,Cereals and potatoes,Breakfast cereals,en:mueslis,1644.0,7.2,0.8,0.0,0.0,0.0,68.0,20.0,10.2,9.0,0.63,0.252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cereali con frumento e avena integrali,Pasta e Cereali,scatola,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:cereals-and-their-products",0,en:peanuts,0.0,0,-1.0,a,4.0,Cereals and potatoes,Cereals,en:cereals-and-their-products,1540.0,1.8,0.6,0.0,0.0,0.0,74.8,10.8,7.4,9.4,0.9,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cereali con frutta secca,Pasta e Cereali,0,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:breakfasts,en:cereals-and-their-products,en:breakfast-cereals,en:mueslis,en:mueslis-with-nuts",en:no-colorings,0,0.0,0,16.0,d,0.0,Cereals and potatoes,Breakfast cereals,en:mueslis-with-nuts,1992.0,22.0,8.9,0.0,0.0,0.0,60.0,27.0,4.5,7.2,0.6,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cereali frumento ricoperti di cioccolato al latte,Pasta e Cereali,"scatola,cartone","en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:breakfasts,en:cereals-and-their-products,en:breakfast-cereals",0,en:soybeans,1.0,en:e322,10.0,c,4.0,Cereals and potatoes,Breakfast cereals,en:breakfast-cereals,1669.0,7.5,4.3,0.0,0.0,0.0,70.7,20.0,7.0,8.5,0.8,0.32,0.0,0.0,0.0,0.0,0.0,0.00104,0.0102,0.91,0.000121,0.0,0.00424,0.0,0.566,0.0,0.011,0.0,0.0,0.0
cereali frutti rossi,Pasta e Cereali,0,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:breakfasts,en:cereals-and-their-products,en:breakfast-cereals,en:cereals-with-fruits,en:extruded-cereals,en:cereal-flakes-with-fruits",0,en:gluten,1.0,en:e101,11.0,d,4.0,Cereals and potatoes,Breakfast cereals,en:cereal-flakes-with-fruits,1573.0,1.5,0.300000012,0.0,0.0,0.0,79.0,17.0,0.0,8.899999619,0.949999988,0.379999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cereali mais,Pasta e Cereali,"boite,carton,plastique","en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:breakfasts,en:cereals-and-their-products,en:breakfast-cereals,en:mueslis,en:cereals-with-fruits,en:mueslis-with-fruits","en:no-artificial-sweeteners,en:no-added-sugar,en:no-artificial-colors,en:no-palm-oil","en:gluten,en:oats,fr:dioxyde-de-soufre,fr:dioxyde-de-soufre",1.0,en:e220,0.0,b,4.0,Cereals and potatoes,Breakfast cereals,en:mueslis-with-fruits,1803.0,15.0,2.1,0.0,0.0,0.0,61.0,16.0,8.6,8.6,0.2,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cetrioli agrodolci,Verdura,0,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:canned-foods,en:fruits-and-vegetables-based-foods,en:canned-plant-based-foods,en:pickles,en:vegetables-based-foods,en:canned-vegetables,en:plant-based-pickles,en:vegetable-pickles,en:pickled-cucumbers,en:gherkins",0,en:mustard,0.0,0,-4.0,a,4.0,Fruits and vegetables,Vegetables,en:gherkins,109.0,0.0,0.0,0.0,0.0,0.0,4.0,2.8,0.0,15.0,1.4,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cetriolini,Verdura,vetro,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:canned-foods,en:fruits-and-vegetables-based-foods,en:canned-plant-based-foods,en:pickles,en:vegetables-based-foods,en:canned-vegetables",en:no-gluten,en:sulphur-dioxide-and-sulphites,2.0,"en:e300,en:e330",1.0,b,3.0,Fruits and vegetables,Vegetables,en:canned-vegetables,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,1.5,1.8,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cetriolini aromatizzati con aceto di vino,Verdura,"vetro,metallo,fe-40,gl-70","en:plant-based-foods-and-beverages,en:plant-based-foods,en:canned-foods,en:fruits-and-vegetables-based-foods,en:canned-plant-based-foods,en:pickles,en:vegetables-based-foods,en:canned-vegetables,en:plant-based-pickles,en:vegetable-pickles",it:prodotti-dal-fresco,0,2.0,"en:e300,en:e330",1.0,b,3.0,Fruits and vegetables,Vegetables,en:vegetable-pickles,61.0,0.1,0.0,0.0,0.0,0.0,1.0,0.5,1.8,1.5,1.8,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cheerios,Pasta e Cereali,"carton,boite,plastique,sachet","en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:breakfasts,en:cereals-and-their-products,en:breakfast-cereals","en:calcium-source,en:green-dot,en:no-artificial-colors",0,1.0,en:e160b,8.0,c,4.0,Cereals and potatoes,Breakfast cereals,en:breakfast-cereals,1585.0,2.9,0.6,0.0,0.0,0.0,75.1,24.4,7.4,8.4,1.06,0.424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chicken burger,Carne,plastica,en:meats,en:gluten-free,0,0.0,0,3.0,c,0.0,Fish Meat Eggs,Meat,en:meats,552.0,7.1,2.1,0.0,0.0,0.0,0.0,0.0,0.0,17.0,1.2,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
